video_id,final_classification,features,username,description,music_id
7418297432938728711,Unaffiliated,,diabaljabary1,#سندي وحبيب قلبي 🦅#الامن_الوقائي #دياب_الجعبري #دياب_الجعبري♥️ #الامن_الوقائي🦅 #ابو_مشهور💪😉 #ابو_مشهور💪😉 #دياب_الجعبري❤️ ,7295162604682119942
7418310602596142356,Unaffiliated,,m_200316,#CapCut ,7404172720209988369
7418319937078349064,Unaffiliated,,mhammad._.sh,,7418320004946365200
7418467191906929928,Unaffiliated,,user4980450907928,#ايسر_العامر #ايهم_العامر #ايهم_العامر😋🔥 #💔 ,7406055634971429637
7418469630081027346,Unaffiliated,,osamaa_sh1,#تمور_اريحا #نخيل_مجهول🌴 #CapCut #اريحا_الخليل_بيت_لحم_يافا_حيفا_عكا #كلو_النا_اوكي_ولا_مش_واكي😂❤️ #لا_لا_تحسبن_ان_الدين_بعيداً_عن_حب_حياة ,7276921577974795014
7418568158870654216,Fatah,Other,diabaljabary1,تعودنا ان نكون في المقدمة دون ان يرانا احد فنحن من نصيب الأهداف بدون ضجيج🤝🫰#اريحا #الامن_الوقائي🇵🇸 #ابو_مشهور💪😉 #الامن_الوقائي #دياب_الجعبري #دياب_الجعبري♥️ #الامن_الوقائي🦅 #الامن_الوقائي🇵🇸 ,7371506141484845825
7418600567024536848,Unaffiliated,,bisan1210,,7418600732007385872
7418669427480071442,Unaffiliated,,awwwa57,,7418669489723673361
7418686069211712788,Hamas,Other,hamsawy.16,🖤🫡#ياحياة_الذل_افني ,7418686154502851344
7418722711930768648,Unaffiliated,,abo_hamza1780,,7215337935212709889
7418780964999990535,Unaffiliated,,mosa.ayad.1,#CapCut @عمر ادعيس  📿⚔️✌️❤️ @manasra @خلدون ادعيس ,7362926596212230917
7418831510607809799,Unaffiliated,,osamaa_sh1,,7417508119326083872
7418976378546064656,Unaffiliated,,user9087672813851,,7381679235579005702
7418993098556017938,Unaffiliated,,d167b45515486127228,,7418993121804946192
7419001038474120456,Unaffiliated,,d167b45515486127228,,7419001065909193488
7419088978533420306,Unaffiliated,,user8854791461612,,7179193585727949569
7419241725266234631,Fatah,Images of leaders,diabaljabary1,"الشخصُ الوآثِقُ بـ نفسِه ، لهُ ضحكة تختلفُ عن الآخرين .. ♥"")
#اريحا #دياب_الجعبري❤️ #دياب_الجعبري#الامن_الوقائي #الامن_الوقائي🇵🇸 #الامن_الوقائي🇵🇸 #دياب_الجعبري♥️ #الامن_الوقائي🦅  #ابو_مشهور💪😉 ",7419241759399512848
7419303336706313488,Unaffiliated,,user9087672813851,,7419303391496604417
7419366696495877384,Unaffiliated,,user8854791461612,,7391494255748942598
7419387564529929479,Unaffiliated,,jameel_bzour,,7254978332802484997
7419399962716343560,Unaffiliated,,user9032836034075,#سفرجية_الواحة #بإدارةادهم #00970598507168 #طولكرم_فلسطين_سلفيت_نابلس_جنين #فلسطين🇵🇸 #مشاهير_تيك_توك ,7419400102449629969
7419452799508925704,Unaffiliated,,user8854791461612,,7419452845243501313
7419572071316933906,Unaffiliated,,amira6_90,,7419572100639263504
7419603827923471623,Unaffiliated,,shadi..aselawe,#CapCut #طولكرم♥🙋‍♀️ #بولش_فاكس👑 #الشعب_الصيني_ماله_حل😂😂 #كماليات_السيلاوي👑 #طولكرم_فرعون✌🏾❤️ ,7409793473652132624
7419790522673368327,Unaffiliated,,user8854791461612,,7419790584879205136
7419939693510348040,Unaffiliated,,user8854791461612,#في هذا اليوم ,7419939713182206721
7419995183661600007,Unaffiliated,,shadi..aselawe,#CapCut #طولكرم♥🙋‍♀️ #طولكرم_فرعون✌🏾❤️ #بولش_ضواو_اشي_صح_واسعار_حرق🔥🔥🔥💯🔝🚘🎶🤌 #بولش_فاكس👑 #الشعب_الصيني_ماله_حل😂😂 #كماليات_السيلاوي👑 #الاردن🇯🇴_فلسطين_🇵🇸 ,7245230271539235586
7420052850245471496,Unaffiliated,,mhammad._.sh,#❤️ #💚 #🖤 #🦅 #النابلسي ,7420052876031953680
7420383397639589138,Unaffiliated,,shadi..aselawe,#CapCut #عاشق_التيوتا🔥 #طولكرم♥🙋‍♀️ #طولكرم_فرعون✌🏾❤️ #بولش_ضواو_اشي_صح_واسعار_حرق🔥🔥🔥💯🔝🚘🎶🤌 #بولش_فاكس👑 #طولكرم_فلسطين_سلفيت_نابلس_جنين ,7418191239931104033
7420409841920871701,Unaffiliated,,fahimh486,#CapCut ,7409213703398099728
7420526698120154376,Unaffiliated,,user8854791461612,,7420526746937789185
7420648184952769810,Unaffiliated,,abo_adm208,,7420648228401564433
7420680539079838994,Unaffiliated,,maysammishtaya,ويراك الله تصبر وترضى ، فيراضيك بما تتمنى ❤️.,7408981389251103505
7420794522977750305,Hamas,"Other, Flags/symbols of organizations",mohamed_qassam,,6891214865784900353
7420879763843206418,Unaffiliated,,user6271073148865,,7420879803479558929
7421147635693784338,Unaffiliated,,user6271073148865,,7421147664739207952
7421247062836088071,Unaffiliated,,.adawimhmd.photography,#مسلم #,7417187857880025873
7421418681504238855,Unaffiliated,,aboud5080,#نابلس #البلدة_القديمة#شاهين 💔💔 #جنين_نابلس_طولكرم_رام_الله_فلسطين ,7421418733555436304
7421486700116938002,Unaffiliated,,jrjrjrkdjrjrj,,7421486734694779664
7421508499059887378,Unaffiliated,,baselalazza,"#مخيم_العزة#مخيم_عايدة
#مخيم_الدهيشة#مخيم_جنين
#مخيم_نور_شمس_✌️💚
#بيت_لحم#غزة_العزة🇵🇸 
#مخيمجي#ابن_المخيم🇵🇸✌️ 
#مخيم_العزة_الصل_الحكاية💚☝️ 

#أبن_المخيم☝🏻💚",7421508531209554689
7421528946526768404,Unaffiliated,,aboud5080,#قلقيلية #شهداء #عزون💔💔 #جنين_نابلس_طولكرم_رام_الله_فلسطين ,7421528988448836368
7421596756766592274,Unaffiliated,,maysammishtaya,,7132883376091990786
7421626202802212114,Unaffiliated,,d167b45515486127228,,7298010948000811778
7421629799875038471,Unaffiliated,,d167b45515486127228,,7421629948295367440
7421858148836723976,Unaffiliated,,baselalazza,"#مخيم_العزة#مخيم_عايدة
#مخيم_الدهيشة
#مخيم_جنين_اسم_لن_يكرره_التاريخ💪 
#مخيمجي#ابن_المخيم
#مخيم_نور_شمس_✌️💚 
#مخيم_العزة_اصل_الحكاية 
#بيت_لحم#رام_الله#نابلس ",7421858194139450128
7422243965178531079,Unaffiliated,,d167b45515486127228,,7384735232896420613
7422244988920057106,Unaffiliated,,d167b45515486127228,,7415339570306550534
7422255735309864200,Unaffiliated,,yazan_784,#ليك______🖤___متابعه____اكسبلووور #زبطوه🖤🔱_الوضع #قلقليلة_طوباس_طولكرم_فلسطين_عرب48 #جنين_نابلس_طولكرم_رام_الله_فلسطين #الحامي_الله☝️🖤 ,7420544654587022086
7422262991682276616,Unaffiliated,,user9032836034075,#سفرجية_الواحة #ثلاجات_أبو_حميد ,7422263013333273345
7422343867686604040,Unaffiliated,,user9032836034075,#سفرجية_الواحة #بإدارةادهم #00970598507168 #طولكرم_فلسطين_سلفيت_نابلس_جنين #رام_الله #اريحا #مشاهير_تيك_توك ,7422343905108101889
7422387002680626440,Unaffiliated,,mhammad._.sh,#تاج_راسي #ابوي #الحج #💚 #❤️ #🖤 #🦅 #النابلسي ,7422387060796820225
7422388717052038420,Unaffiliated,,hamsawy.16,#طولكرم_فلسطين_سلفيت_نابلس_جنين ,7422388804017589009
7422389639861832978,Hamas,Other,hamas5836,#ตามจังหวะ ,7355535366605343505
7422451181407997202,Unaffiliated,,amira6_90,,7422451259611564801
7422596846662634770,Unaffiliated,,bassamkh25,#CapCut ,7422596873539554064
7422613478231297298,Unaffiliated,,qasemmor,#CapCut #رام_الله #نابلس #خليل #بيت_لحم ,7408132828061338385
7422691293622570258,Unaffiliated,,d167b45515486127228,,7315033846247181062
7422740930043596053,Unaffiliated,,fahimh486,,7138855621054450433
7423130796317314322,Unaffiliated,,osamaa_sh1,#مرسيدس #صواريخ #CapCut #اريحا_الخليل_بيت_لحم_يافا_حيفا_عكا #كلو_النا_اوكي_ولا_مش_واكي😂❤️ #شوفير_بالوطن_ولا_دكتور_بالغربة ,7231879552555862786
7423159851808853266,Hamas,Other,hamas5836,,7423159917819382529
7423162144314625298,Unaffiliated,,amira6_90,,7423162204175878929
7423166199481077013,Unaffiliated,,hamsawy.16,قريبًا قريبا 🖤💀#جنين_نابلس_طولكرم_رام_الله_فلسطين #tiktoklongs #video_star ,7423166335112317713
7423249763866397970,Unaffiliated,,d167b45515486127228,,7414872452619619078
7423276697518198024,Unaffiliated,,osamaa_sh1,#مرسيدس #صواريخ #CapCut #تفعفل😂 #اريحا_الخليل_بيت_لحم_يافا_حيفا_عكا #كلو_النا_اوكي_ولا_مش_واكي😂❤️ #شوفير_بالوطن_ولا_دكتور_بالغربة ,7279107671804988193
7423344430888848647,Unaffiliated,,shadi..aselawe,#CapCut #عاشق_التيوتا🔥 #طولكرم♥🙋‍♀️ #طولكرم_فرعون✌🏾❤️ #الاسد_اسد #بولش_ضواو_اشي_صح_واسعار_حرق🔥🔥🔥💯🔝🚘🎶🤌 ,7391583298109115137
7423350215589006599,Unaffiliated,,user6271073148865,,7232664306889509634
7423351691908549906,Unaffiliated,,raedshreteh,#CapCut ##,7393056409557584656
7423360226360954120,Unaffiliated,,shadi..aselawe,#CapCut #عاشق_التيوتا🔥 #طولكرم♥🙋‍♀️ #طولكرم_فرعون✌🏾❤️ #بولش_ضواو_اشي_صح_واسعار_حرق🔥🔥🔥💯🔝🚘🎶🤌 #الشعب_الصيني_ماله_حل😂😂 #الاردن🇯🇴_فلسطين_🇵🇸 ,7244906994640489218
7423717773756337415,Unaffiliated,,user97617139814342,#CapCut ,7358717377082673921
7423821314768604434,Unaffiliated,,hmoda124.7,#العيلة #انداري❤️_وبعدين #بأنتظارك #دود #ننه😂 #😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 ,7407908688730360593
7423843765359529234,Unaffiliated,,mosa.ayad.1,,6859316377870665729
7423864004939943175,Unaffiliated,,aboubadasamoor,#CapCut #ابو_عبادة_سمور #أبو_عبادة_سمور #محمود_سمور #محمود_سمور_أبو_عبادة #غزة #رفح #جباليا#الشجاعية#بيت_لاهيا #فلسطين#اكسبلور #فوريو #foryou#explore #gaza #تلاوة #تلاوة_جميلة#قرآن#قران_كريم #quran ,7423864045876349697
7423904630309981448,Unaffiliated,,amira6_90,,7354345749306263553
7423991593457175815,Unaffiliated,,mohamad.hamdan.bala,#,7309911261019179782
7424065829366549767,Unaffiliated,,abnalquds7,#صالح #الشعب_الصيني_ماله_حل😂😂 #القدس_الشامخة👑🦅 #القدس ,7378825791381670672
7424194595401043218,Unaffiliated,,mhammad._.sh,,7424194620873067265
7424239473283599617,Hamas,Images of leaders,.hmas5,#CapCut ,7388919222086585104
7424393113839439122,Unaffiliated,,jrjrjrkdjrjrj,,7424393145229658897
7424410639608712466,Unaffiliated,,mosa.ayad.1,#ตามจังหวะ ########CapCut ,7369158226119641857
7424440439618489618,Unaffiliated,,omaral_360,#سيرفر_عرب_لايف✌🏻 #foryou #foryoupage #الناصره_الشامخه👑🦅 #gta5 #פשע@Dmar206 ,7299595756783684353
7424792576525438216,Unaffiliated,,user6271073148865,,7424792603121519361
7424825781634747666,Unaffiliated,,qasemmor,#CapCut #رام_الله #نابلس #خليل #بيت_لحم ,7422289499243629329
7424895904412437768,Unaffiliated,,user8854791461612,,7423816906317727745
7424968304361491713,Unaffiliated,,bisan1210,,7415284275241224976
7425092691324718344,Unaffiliated,,yazan_784,#CapCut #ليك______🖤___متابعه____اكسبلووور #زبطوه🖤🔱_الوضع #قلقليلة_طوباس_طولكرم_فلسطين_عرب48 #الحامي_الله☝️🖤 #جنين_نابلس_طولكرم_رام_الله_فلسطين ,7410852741822204673
7425218535753796884,Unaffiliated,,aboud5080,#تامر #فقها#عرين #الاسود🖤🦁 الاسود#البلدة_القديمة #مخيم_طولكرم #نابلس #مخيم_جنين #قلقيلية #القدس_لنا🇵🇸🕌 ,7425218583816407825
7425219912798457096,Unaffiliated,,bassamkh25,,7425219940464134913
7425234776879074576,Hamas,Other,.hmas5,,7425234902334851841
7425291109741415696,Unaffiliated,,asool_.0,#CapCut ##اكسبلورexplore ,7394565926831672081
7425301607522274567,Unaffiliated,,mhammad._.sh,,7287647596036492037
7425403683023719687,Unaffiliated,,amira6_90,,7425403742319217424
7425593959960808725,Hamas,Other,hamsawy.16,اذآ ݪـم تـكـن ݪـديـڪّٰ ، شـجَـآعـهْ ، سـטּـخَـسّـࢪ دآئـمـآ💀🖤ٓ#جنين_نابلس_طولكرم_رام_الله_فلسطين #video_star ,7425594011311721232
7425597776026782984,Unaffiliated,,.3mr_2005,#جنين_نابلس_طولكرم_رام_الله_فلسطين #ابو_الخطاب☝🏻💚 #كتسار #جنيني💙 ,7420544654587022086
7425629314919484690,Unaffiliated,,zanisa.style,#❤️💫 #رامالله_فلسطين #istanbul🇹🇷 ,7121433699866938118
7425698280228670727,Unaffiliated,,jrjrjrkdjrjrj,,7338042845728705281
7425708542688038152,Unaffiliated,,amira6_90,,7425708580281584401
7425741013672643847,Unaffiliated,,ahmadghannam183,#CapCut #جنين_نابلس_طولكرم_رام_الله_فلسطين #شعب_الصيني_ماله_حل😂😂 #توجيهي_2007_2025🎓🤍 #สโลว์สมูท #جبع_الشامخة🖤🦅 #جبع_الشامخة🖤🦅 ,7392341908280118033
7425826817682017569,Unaffiliated,,rawanoush1,,7425827399637502752
7425911702228667666,Unaffiliated,,jrjrjrkdjrjrj,,7423633179472448257
7425957938159684872,Unaffiliated,,amira6_90,,7425957959915539201
7426277322724035846,Unaffiliated,,wizard.bisan01,"The brutality and terror of the coloniser can never force me to leave my land, to surrender or to lower my spirit or voice.",7426277353071282950
7426277881237556485,Unaffiliated,,wizard.bisan01,Eyes on Lebanon! The occupation forces have been targeting civilians and civilian infrastructure for days!,7426277915596016390
7426414440536395028,Unaffiliated,,aya.odeh7,,7426414490285067009
7426419710842998017,Unaffiliated,,bisan1210,,7426419849267628816
7426596553827077382,Unaffiliated,,wizard.bisan01,"I have never felt disappointed like the past couple of days.
We need to be one world against this beast, one Ommah, one body.",7426596614774590214
7426600061897198853,Unaffiliated,,wizard.bisan01,Good Morning world!!#ChildrenOfGaza #goodmorning ,7426600116713097990
7426601727614405894,Unaffiliated,,wizard.bisan01,"Lebanon, West bank and Gaza.. yesterday.",7426601806736313094
7426606933488045318,Unaffiliated,,wizard.bisan01,"#CleanWater #EnvironmentalDisaster #BisanReports #landpalestine #ChildrenOfGaza #WaterIsLife “نعيش جنب الجثث، مع الحشرات والدود”.. في هذه الحلقة من سلسلة #يوميات_تحت_القصف، تقدم بيسان عودة توثيقًا صادمًا لمعاناة النازحين في غزة بسبب التلوث الكارثي الناتج عن الحرب المستمرة منذ عام، حيث  تعاني العائلات من العيش فوق أراضٍ فيها جثث متحللة، ونفايات، ومياه ملوثة، مما يفاقم الأمراض والأوبئة. الحلقة تكشف جانبًا غير مرئي من آثار الحرب المستمرة، حيث تكافح العائلات من أجل البقاء في بيئة غير صحية تتدهور يومًا بعد يوم، بعيدًا عن أنظار العالم.

#عام_الإبادة_عام_القضية
#العربي_الصورة_الأوضح ",7426607021059033862
7426607145002470662,Unaffiliated,,wizard.bisan01,🤗🤗💞💕😍🥰,0
7426608456120929542,Unaffiliated,,wizard.bisan01,#gazaunderattack #gaza #landpalestine ,7426608453460298502
7426643246870187271,Unaffiliated,,diabaljabary1,#CapCut #دياب_الجعبري #دياب_الجعبري♥️ #دياب_الجعبري❤️ #ابو_مشهور💪😉 ,7406847360128895760
7426644843620977936,Hamas,Other,.hmas5,,6837648878800521989
7426665238449147153,Unaffiliated,,.hmas5,,7426665315846589201
7426670708542934277,Unaffiliated,,palestina_390,tidak ada anak yang ingin jauh dari saudaranya maupun keluarga nya. demi masa depan aku rela merantau jauh. semoga saudara di kampung sehat.. selalu ,7417776961491094278
7426786209839566087,Unaffiliated,,palestineaqsagazafree,#pgc #punjabgirlscolege #protest #help #lahore #🥺🥺🥺 #isalmabad  #youtube #ibaworld #unfreezemyacount unfreezemyacount #tiktok #tiktokindia #video #dunya #world #fyp #fypシ #fypシ゚viral #fyp #fypage #foryou #foryoupage #viral #viralvideo #viraltiktok ,7426786235747699472
7426848232145161473,Unaffiliated,,mohammad_akhlayel,"عاشت الذكرة 17/ اكتوبر 🤍❤️❤️
#بيتلحم🇵🇸❤️القدس_الخليل_سوريا_الاردن💛 #الشعب_الصيني_ماله_حل😂😂 #فلسطين🇵🇸 #لايك ",7426848289888144145
7427008109895224584,Unaffiliated,,jrjrjrkdjrjrj,,7293230243072969474
7427017028369698049,Hamas,Other,.hmas5,,7229251981657836290
7427113909691124999,Unaffiliated,,mohammadramiobaid,,7287122332022934277
7427125773540019473,Unaffiliated,,palestina_390,#CapCut ,7419288583806454533
7427155590088084743,Unaffiliated,,qasemmor,#CapCut #رام_الله #نابلس #خليل #بيت_لحم ,7389585719238478597
7427167850005138706,Unaffiliated,,mhammad._.sh,#النابلسي #🦅 #🖤 #❤️ #💚 ,7340655017650244357
7427190991750270225,Unaffiliated,,.hmas5,,7376043461613193990
7427397797214752016,Unaffiliated,,palestina_390,,7419288583806454533
7427467529511161095,Unaffiliated,,omaral_360,#سيرفر_عرب_لايف✌🏻 #foryou #foryoupage #الناصره_الشامخه👑🦅 #gta5 #פשע @Dmar206 ,7426443042875280144
7427495768266788113,Unaffiliated,,bisan1210,@نورج_البيت الفلسطيني ,7427495844171926288
7427574229966572801,Hamas,Other,.hmas5,,7423852919713270529
7427608918047657221,Unaffiliated,,wizard.bisan01,North of Gaza is annihilated by the Israeli army.#israel #Palestine #landpalestine #BisanOwda #gazastrip #gazastrip #WarOnGaza #sinwar ,7427608937329576709
7427866658603011336,Unaffiliated,,jrjrjrkdjrjrj,,7424201769334393601
7428176411107626258,Unaffiliated,,a92a_a,#fyp #foryou #SHEINeidfun ,7404561340888615697
7428281656491986193,Unaffiliated,,bisan1210,,7047999770777946882
7428339699149851912,Unaffiliated,,d167b45515486127228,#CapCut ,7425581306538380038
7428452539047103762,Unaffiliated,,mosa.ayad.1,,7428452566888909584
7428502185693957394,Unaffiliated,,yazan_784,#ตามจังหวะ #ليك______🖤___متابعه____اكسبلووور #زبطوه🖤🔱_الوضع #قلقيلية_الشامخة🦅👑 #قلقليلة_طوباس_طولكرم_فلسطين_عرب48 #جنين_نابلس_طولكرم_رام_الله_فلسطين #الحامي_الله☝️🖤 ,7386633710231505697
7428549700250356999,Unaffiliated,,osamaa_sh1,#CapCut @بسام 🦅 #مرسيدس #صواريخ #CapCut #تفعفل😂 #اريحا_الخليل_بيت_لحم_يافا_حيفا_عكا #كلو_النا_اوكي_ولا_مش_واكي😂❤️ #شوفير_بالوطن_ولا_دكتور_بالغربة ,7379664606597974789
7428600662197325064,Unaffiliated,,maysammishtaya,,7331810103407987457
7428602813984296210,Unaffiliated,,.3mr_2005,#جنين_نابلس_طولكرم_رام_الله_فلسطين #ابو_الخطاب☝🏻💚 #كتسار #جامعة_خضوري ,7188191048504920833
7428649290802695442,Fatah,"Hearts in the organization's color, Other",diabaljabary1,"عندما يخرجُ #العسكري من بيتهِ إلى دوامه، يحملُ حقيبةً مليئة بِكُلِ شيء يُحبه، تكونُ أمهُ قد حضرتها مع دعاءٍ لهُ بالتوفيق، هكذا تفعلُ كُل أم مع إبنها العسكري، ولكن هذه المره ستعودُ الحقيبة من #طولكرم دون صاحبها، لن تمتلئ هذه الحقيبة مُجدداً، لن تضع فيهما الأم المكلومة ملابس نظيفة مرة أخرى، لن تظل مُمسكةً هاتفها حتى يرن عليها إبنها ليخبرها أنه وصل #المعسكر بسلام.
شهيد الواجب الوطني🇵🇸💛
- رحمك الله",7247570581053295362
7428668650061712658,Unaffiliated,,hmoda124.7,#يلا_باي #انداري #امريكا🇺🇸 #ramllah♥️ #الدود ,7386651426288356102
7428747169798098184,Unaffiliated,,d167b45515486127228,#CapCut ,7360784985042717457
7428869227265805586,Unaffiliated,,wi3m2005,"#جامعة_ابو_ديس #تصوير_طبي 
🤡🤡",7426466148926114566
7428939958125071634,Unaffiliated,,yazan_784,#CapCut #ليك______🖤___متابعه____اكسبلووور #زبطوه🖤🔱_الوضع #قلقيلية_الشامخة🦅👑 #جنين_نابلس_طولكرم_رام_الله_فلسطين #قلقليلة_طوباس_طولكرم_فلسطين_عرب48 #الحامي_الله☝️🖤 ,7082045883637943041
7429038248887913736,Unaffiliated,,.3mr_2005,,7414085783264578321
7429178410255076615,Hamas,Other,hamas5836,#CapCut ,7428692130568768273
7429281049634524423,Unaffiliated,,mosa.ayad.1,#CapCut ,7425308434042080017
7429326278043372816,Unaffiliated,,.hmas5,,7213369926600379138
7429384836227337480,Unaffiliated,,mhammad._.sh,#🦅 #💚 ,7354413863595313926
7429633902819429640,Unaffiliated,,d167b45515486127228,#ตามจังหวะ #CapCut ,7369158226119641857
7429731438532021511,Unaffiliated,,palestineaqsagazafree,#Allah #pakistan #bless #islam #insaf #justice #viraltiktok #CapCut #idreesbinahmad #idreesahmad #idrees #iba #idreesworld #youtube #ibaworld #leaderworld2  #unfreezemyacount unfreezemyacount #tiktok #tiktokindia #video #dunya #world #fyp #fypシ #fypシ゚viral #fyp #fypage #foryou #foryoupage #viral #viralvideo #viraltiktok,7429731469678906113
7429769852740504850,Unaffiliated,,d167b45515486127228,,7389776273645652767
7429859519020174600,Unaffiliated,,diabaljabary1,ابو محمد طالت غيبتك يحبيبي 💔 والله ,7429859621889755920
7430019696646163728,Unaffiliated,,bisan1210,,7430019761104259856
7430021272911858977,Hamas,Images of leaders,mohamed_qassam,,7268283966968957697
7430027288827235601,Unaffiliated,,ahmadghannam183,#CapCut #جنين_نابلس_طولكرم_رام_الله_فلسطين #شعب_الصيني_ماله_حل😂😂 #توجيهي_2007_2025🎓🤍 #สโลว์สมูท #جبع_الشامخة🖤🦅 @ابو الذاكر🦅🖤 ,7430027374030277393
7430038610797251857,Hamas,Other,.hmas5,,7430038673553017617
7430047664214904072,Unaffiliated,,d167b45515486127228,#CapCut ,7429673057247169297
7430061591032335624,Unaffiliated,,user9032836034075,,6927375712768772866
7430133771669687559,Unaffiliated,,user6271073148865,🦅,7396160146831887121
7430178215953468680,Unaffiliated,,lavihalayqa,,7430178265560189713
7430212546352794898,Unaffiliated,,amira6_90,,7430212624882649873
7430245477452401938,Unaffiliated,,japalabdo00,#PernaBamba #สปีดสโลว์ #สโลว์สมูท #slowsuave  الجبل🩷,7414229185020840720
7430272455618448641,Hamas,Other,hamsawy.16,#جنين_نابلس_طولكرم_رام_الله_فلسطين ,7430272556881431312
7430335215844789522,Unaffiliated,,bassamkh25,,7424981795797617424
7430409262079233296,Unaffiliated,,abo_al3rabe,,7389768133046782721
7430426437082942727,Unaffiliated,,raedshreteh,#المزرعة_الغربية #جامعةبيرزيت #الشعب_الصيني_ماله_حل😂😂 #اكسبلور ,7424441779904170769
7430441894473157896,Unaffiliated,,palestineaqsagazafree,#palestine #falsteen #falsteen🇵🇸🇵🇸💔فلسطين #palestine😭😭😭😭💔💔💔 #yahyasanwar #CapCut #youtube #gaza  #unfreezemyacount unfreezemyacount #tiktok #tiktokindia #video #dunya #world #fyp #fypシ #fypシ゚viral #fyp #fypage #foryou #foryoupage #viral #viralvideo #viraltiktok,7430441920348474128
7430455675408452872,Unaffiliated,,mosa.ayad.1,@عمر ادعيس  📿⚔️✌️❤️ @خلدون ادعيس @محمد الأقرع ♥️💙 ,7430455710137223952
7430463173964205320,Unaffiliated,,diabaljabary1,"نحن نثق في قوتنا دون التباهي بها..🖤
ونحترم قوة الأخرين دون الخوف منها..🦅#دياب_الجعبري❤️ #دياب_الجعبري #دياب_الجعبري♥️ ",7403835758911458064
7430540807733513480,Unaffiliated,,amira6_90,,7430540861240265489
7430558090979790087,Unaffiliated,,yousefzaatre1,#สปีดสโลว์ #สโลว์สมูท #القدس_الشامخة👑🦅 #شعب_الصيني_ماله_حل😂😂 #لقدس_لنا🇵🇸🕌 ,7367443978848553729
7430656891509853457,Unaffiliated,,abo_al3rabe,,7404476428437228289
7430678118916050184,Unaffiliated,,qasemmor,#CapCut #رام_الله #نابلس #خليل #بيت_لحم ,7430480825782700806
7430803750706531601,Unaffiliated,,ahmadghannam183,#CapCut #جنين_نابلس_طولكرم_رام_الله_فلسطين #شعب_الصيني_ماله_حل😂😂 #توجيهي_2007_2025🎓🤍 #สโลว์สมูท #جبع_الشامخة🖤🦅 #جبعاوي🔱🥷🏿 ,7430803819514055440
7430889868588322056,Unaffiliated,,mhammad._.sh,#💚 #🦅 #❤️ #🖤 ,7430889906848680720
7430918653610085640,Fatah,Images of leaders,jrjrjrkdjrjrj,,7430918751035738881
7431153975866477832,Unaffiliated,,user8854791461612,,7431154004278774545
7431207265249545489,Unaffiliated,,ahmadghannam183,#CapCut #جنين_نابلس_طولكرم_رام_الله_فلسطين #شعب_الصيني_ماله_حل😂😂 #توجيهي_2007_2025🎓🤍 #สโลว์สมูท #جبع_الشامخة🖤🦅 #جبعاوي🔱🥷🏿 ,7431207323978976001
7431218941399272711,Fatah,Other,ashat_palestine,"من شارع قصر هشام في مدينة أريحا وعدد من محاور المدينة .. شرطة المرور بتبذل كل جهودها✌️💪
#درع_الوطن #اريحا #عاشت_فتح #الشرطة_الفلسطينية #🇵🇸 ",7359975581435317034
7431250137852153095,Unaffiliated,,user7294782788053,,7386988113142008593
7431304032741854482,Unaffiliated,,abo_adm208,,7358692209821387525
7431562432868388097,Unaffiliated,,abo_al3rabe,,7431562755682863889
7431655204904701189,Unaffiliated,,wizard.bisan01,four kids I met today taught me This...,7431655247623375622
7431703900245265672,Fatah,Other,ashat_palestine,"الشرطة تطلق مبادرة لمساعدة المزارعين في عصر الزيتون في سلفيت
شكرا على جهودكم 💪🥇
#الشرطة_الفلسطينية #عاشت_فتح #🇵🇸 #زيتون #سلفيت #نابلس #رام_الله ",7358678816736185104
7431714444054514962,Unaffiliated,,japalabdo00,,7338371636212713474
7431736083865439495,Unaffiliated,,amira6_90,,7431736132003449617
7431961541496376583,Unaffiliated,,user8854791461612,,7431646281602222849
7431971158192426248,Unaffiliated,,user6271073148865,#PernaBamba #สปีดสโลว์ #สโลว์สมูท #slowsuave #CapCut ,7415507227249675025
7432020470884617479,Unaffiliated,,.adawimhmd.photography,#فلسطين🇵🇸 #مهند_زعيتر ,7404769873336765185
7432116271740734728,Unaffiliated,,amira6_90,,7432116315436894977
7432254373876763911,Unaffiliated,,amira6_90,,7432254402335099649
7432334673658907911,Hamas,Other,aboubadasamoor,#ابو_عبادة_سمور  #محمود_سمور  #محمود_سمور_أبو_عبادة  #غزة #غزة_فلسطين #فلسطين #اكسبلور #فوريو #explore #foryou #gaza ,7432334727928892177
7432446669318278408,Unaffiliated,,lavihalayqa,,7432446723563342608
7432739999742807314,Unaffiliated,,qasemmor,#CapCut ,7432740046102416129
7432745313602899207,Unaffiliated,,mhammad._.sh,,7432745364756744961
7432905324194958612,Unaffiliated,,amira6_90,,7432905364662258448
7433018403255848200,Unaffiliated,,abnalquds7,#الشعب_الصيني_ماله_حل😂😂 #القدس_الشامخة👑🦅 #العيساوية ,7389748731962985233
7433019979894705416,Unaffiliated,,iits._.ramy,,7287607985986571009
7433062236534492423,Unaffiliated,,d167b45515486127228,,7427085545217902609
7433065918999137544,Unaffiliated,,maysammishtaya,,7212732284082932526
7433115254004976914,Unaffiliated,,user7294782788053,,7296179457668139781
7433122668301290760,Hamas,Other,.hmas5,,7269038415567358722
7433172681681358088,Unaffiliated,,maysammishtaya,#سلفيت ,7262968398376667905
